,feature_name,importance
63,Column_63,8
58,Column_58,9
1567,Column_1567,9
24,Column_24,9
8,Column_8,10
1504,Column_1504,10
1017,Column_1017,10
1559,Column_1559,10
1084,Column_1084,10
1565,Column_1565,10
91,Column_91,10
950,Column_950,10
499,Column_499,11
298,Column_298,11
1431,Column_1431,11
962,Column_962,11
1581,Column_1581,12
3,Column_3,12
1588,Column_1588,12
15,Column_15,12
50,Column_50,12
1577,Column_1577,12
1217,Column_1217,13
390,Column_390,13
281,Column_281,13
10,Column_10,13
36,Column_36,13
1564,Column_1564,14
162,Column_162,14
43,Column_43,14
51,Column_51,14
977,Column_977,15
292,Column_292,16
42,Column_42,17
1557,Column_1557,17
987,Column_987,17
839,Column_839,18
76,Column_76,18
1554,Column_1554,18
1569,Column_1569,19
1201,Column_1201,19
1586,Column_1586,19
112,Column_112,19
161,Column_161,20
54,Column_54,20
41,Column_41,20
951,Column_951,20
693,Column_693,20
61,Column_61,22
1589,Column_1589,24
1576,Column_1576,24
22,Column_22,25
1,Column_1,26
986,Column_986,27
1233,Column_1233,28
52,Column_52,29
200,Column_200,29
840,Column_840,30
1175,Column_1175,30
978,Column_978,31
999,Column_999,33
1583,Column_1583,34
103,Column_103,34
106,Column_106,35
16,Column_16,35
77,Column_77,35
1573,Column_1573,36
696,Column_696,37
87,Column_87,39
774,Column_774,39
707,Column_707,41
68,Column_68,41
754,Column_754,42
747,Column_747,42
4,Column_4,44
17,Column_17,45
1127,Column_1127,45
745,Column_745,46
35,Column_35,46
44,Column_44,48
727,Column_727,49
590,Column_590,50
886,Column_886,52
5,Column_5,53
866,Column_866,53
485,Column_485,53
1036,Column_1036,54
295,Column_295,56
1242,Column_1242,57
78,Column_78,59
19,Column_19,60
952,Column_952,61
861,Column_861,62
1115,Column_1115,63
290,Column_290,65
1408,Column_1408,66
27,Column_27,67
46,Column_46,67
486,Column_486,67
32,Column_32,69
949,Column_949,69
9,Column_9,69
589,Column_589,70
953,Column_953,71
1503,Column_1503,71
694,Column_694,73
1232,Column_1232,76
483,Column_483,76
697,Column_697,82
168,Column_168,82
47,Column_47,83
1078,Column_1078,84
1083,Column_1083,86
111,Column_111,87
65,Column_65,90
1020,Column_1020,90
708,Column_708,93
587,Column_587,96
395,Column_395,98
863,Column_863,99
1320,Column_1320,100
0,Column_0,101
385,Column_385,101
1015,Column_1015,103
841,Column_841,105
1214,Column_1214,106
604,Column_604,107
39,Column_39,110
740,Column_740,112
177,Column_177,116
730,Column_730,117
588,Column_588,119
484,Column_484,119
98,Column_98,123
1200,Column_1200,123
698,Column_698,125
1585,Column_1585,126
2,Column_2,131
100,Column_100,132
1198,Column_1198,135
1321,Column_1321,142
838,Column_838,144
1172,Column_1172,145
67,Column_67,150
963,Column_963,152
1587,Column_1587,152
1120,Column_1120,153
1117,Column_1117,154
164,Column_164,161
1575,Column_1575,177
386,Column_386,184
1563,Column_1563,186
1553,Column_1553,191
1001,Column_1001,194
387,Column_387,195
715,Column_715,208
167,Column_167,244
1077,Column_1077,276
1407,Column_1407,283
64,Column_64,360
96,Column_96,2543
95,Column_95,9651
